epoch_number,mini_batch_number,score_loss,geometry_loss,loss
1,1,8.487878663800775,132.68324829931973,21.756203493732748
1,2,6.871629343175471,136.23475608745386,20.495104951920858
1,3,6.467531009546651,135.4947665360778,20.01700766315443
1,4,8.141558915976283,133.9884302738186,21.540401943358145
1,5,8.487878676764758,127.6516545963318,21.25304413639794
1,6,6.467531015009641,124.3215147499772,18.89968249000736
1,7,7.622059454198196,141.09985874227905,21.732045328426103
1,8,10.507866421064636,131.83560264635307,23.691426685699945
1,9,7.795228584080477,134.95906602613763,21.29113518669424
1,10,9.12277074424269,129.87318263492276,22.110089007734967
2,1,7.679782794371502,130.92198386683364,20.771981181054866
2,2,7.910673204878432,138.6370309332489,21.77437629820332
2,3,8.314720111565565,124.07973654650746,20.72269376621631
2,4,6.063418290229117,135.04266154508474,19.56768444473759
2,5,8.661034573809573,130.8725139568688,21.748285969496454
2,6,8.314720111021431,128.8017259678739,21.19489270780882
2,7,8.776470380720403,137.157178573067,22.492188238027104
2,8,8.372439923559174,137.3420208357985,22.106642007139026
2,9,7.102536195765425,134.84230595019437,20.586766790784864
2,10,8.776470378035688,130.4024174624588,21.81671212428157
3,1,8.372439921996804,133.42916180176422,21.715356102173228
3,2,7.910673202184876,128.83972285135832,20.794645487320707
3,3,10.27702889475991,133.55884749714747,23.632913644474655
3,4,8.141558912903664,137.13752238784372,21.855311151688035
3,5,8.487878664429413,127.04334378983789,21.192213043413204
3,6,6.756174136972113,130.56816145586475,19.812990282558587
3,7,7.044809920278066,143.72519705037945,21.41732962531601
3,8,7.217987864825144,124.77278330133751,19.695266194958897
3,9,7.679782790008552,138.95799086394604,21.575581876403156
3,10,8.083837925205303,129.2720105355334,21.011038978758645
4,1,6.8716293317456705,130.31192696194688,19.90282202794036
4,2,9.81533973359686,130.58297717107524,22.873637450704386
4,3,8.891905007097733,139.98749225358927,22.89065423245666
4,4,8.026116644060231,132.41689681208817,21.26780632526905
4,5,6.756174137050998,143.29470403989356,21.085644541040352
4,6,7.39116316499328,132.3886857699972,20.630031741993
4,7,7.679782789533445,134.03626599941026,21.083409389474472
4,8,8.257000004177053,129.26939253044227,21.183939257221283
4,9,9.065054747383883,129.4054438406736,22.00559913145124
4,10,7.217987865322067,125.85589257787274,19.803577123109342
5,1,7.391163166726438,124.7702288268739,19.86818604941383
5,2,8.661034576526095,144.96680939057146,23.15771551558324
5,3,7.852951040979503,131.09316321289674,20.96226736226918
5,4,9.065054747932141,133.96534228334122,22.461588976266263
5,5,7.391163164962973,125.87607978715039,19.978771143678014
5,6,6.929356489059101,137.05387815977215,20.634744305036318
5,7,7.275713260186102,130.4901413228261,20.324727392468713
5,8,9.007338463455817,131.05693750066683,22.1130322135225
5,9,8.257000005883441,128.84547520602226,21.141547526485667
5,10,8.141558911963166,136.61749915818928,21.803308827782097
6,1,8.026116643901851,142.889999654899,22.31511660939175
6,2,8.199279606293784,138.65850962196438,22.065130568490225
6,3,7.391163167810582,123.26486698722465,19.717649866533048
6,4,9.295916958879657,122.34070792168902,21.52998775104856
6,5,7.275713260163951,141.16309842770553,21.392023102934505
6,6,8.141558911910169,131.73977037836232,21.3155359497464
6,7,6.6407177670899715,137.88767764183248,20.42948553127322
6,8,9.411346296250365,126.63302459790332,22.074648756040695
6,9,7.506611896983576,126.95664650633262,20.202276547616837
6,10,8.083837924949492,137.79541989489226,21.863379914438717
7,1,8.43015943958696,125.64474159060404,20.994633598647365
7,2,8.141558911941466,133.3054578523907,21.472104697180537
7,3,9.23820184469856,139.23621824172207,23.161823668870767
7,4,9.46906052697603,128.75969836682813,22.345030363658843
7,5,6.929356489333216,131.33110910093382,20.0624673994266
7,6,8.026116644483373,129.9114894823945,21.017265592722822
7,7,7.448887677489076,133.26251665338768,20.775139342827845
7,8,7.217987864752706,136.51416882021073,20.86940474677378
7,9,6.929356488566917,139.68042915081713,20.89739940364863
7,10,8.141558912188504,129.6671159062003,21.108270502808537
8,1,9.757627267134417,133.57225275733472,23.11485254286789
8,2,7.275713258643723,126.92408073528465,19.96812133217219
8,3,6.87162933162254,127.20587308038387,19.592216639660926
8,4,9.007338461165475,136.05693821783353,22.61303228294883
8,5,6.698446099156006,133.3470232886347,20.033148428019476
8,6,9.353631772496701,132.4616379739902,22.599795569895722
8,7,6.698446099511763,143.3915751481224,21.037603614324006
8,8,7.968395070196857,130.04885526719602,20.97328059691646
8,9,7.333438359182319,135.43403617724766,20.876841976907087
8,10,9.007338461055781,128.11789443261975,21.819127904317757
9,1,9.12277074000075,133.3499299194274,22.45776373194349
9,2,8.603316232806954,128.1965129701996,21.422967529826913
9,3,9.007338464371031,133.83165183641316,22.39050364801235
9,4,8.141558914644282,133.93785943357773,21.535344858002055
9,5,7.333438359423856,130.39840474232503,20.37327883365636
9,6,6.525260222097984,130.33756129330425,19.55901635142841
9,7,7.679782789529668,133.82424855856175,21.062207645385843
9,8,8.141558911640013,137.35454076287925,21.87701298792794
9,9,8.718752622848726,131.75231092836012,21.89398371568474
9,10,6.698446099001921,131.98055623088382,19.896501722090303
10,1,9.757627266880256,126.07484932047149,22.365112198927406
10,2,7.564335821236377,129.4976718007773,20.51410300131411
10,3,6.236611218009786,122.1406381215754,18.450675030167325
10,4,6.352071701169448,133.00204571302018,19.652276272471468
10,5,9.699914506292481,142.14537344423027,23.91445185071551
10,6,7.910673201060861,131.01007710042919,21.01168091110378
10,7,7.737505833073458,126.15786062419332,20.353291895492788
10,8,7.044809920430585,148.32775958849845,21.87758587928043
10,9,8.834187839774739,129.55199819744945,21.789387659519683
10,10,8.834187839699302,136.0662584580386,22.440813685503162
11,1,7.910673201041158,131.62910470731242,21.0735836717724
11,2,7.564335821083465,132.4771012753711,20.812045948620575
11,3,7.448887677694327,125.75207136313759,20.024094814008087
11,4,8.48787866491179,134.69587343035562,21.957466007947353
11,5,7.679782790901296,133.26577621115777,21.006360412017074
11,6,9.122770741104159,124.61384427314854,21.584155168419013
11,7,7.795228583214666,140.8661257940046,21.881841162615125
11,8,7.96839506929507,137.5794784266829,21.72634291196336
11,9,8.02611664392028,129.74177257553873,21.000293901474155
11,10,7.968395070095896,135.29318020376536,21.49771309047243
12,1,9.122770741386958,127.51315232303068,21.87408597369003
12,2,7.217987865239495,131.74277268511057,20.392265133750552
12,3,7.391163165202318,137.73536089358367,21.164699254560688
12,4,7.160262176971228,124.5556450329046,19.61582668026169
12,5,9.065054747481735,141.6916016916559,23.234214916647325
12,6,7.333438358829598,128.94776928773874,20.228215287603472
