epoch_number,mini_batch_number,score_loss,geometry_loss,loss
1,1,0.9018932823577563,0.3067979621534635,1.20869124451122
1,2,0.8711594668381936,0.30342044850279176,1.1745799153409853
1,3,0.7098321587785957,0.28683914538472893,0.9966713041633246
1,4,0.6242253893967618,0.2742360826729741,0.8984614720697359
1,5,0.5418168778618072,0.2620899986708537,0.8039068765326609
2,1,0.4878718759434555,0.2549189315624025,0.742790807505858
2,2,0.43445355679757425,0.2660180058545705,0.7004715626521447
2,3,0.38742291276459656,0.26567169494983806,0.6530946077144346
2,4,0.34968553433802374,0.259201282587571,0.6088868169255948
2,5,0.3179751704383705,0.2824857583329664,0.6004609287713369
3,1,0.277934239779409,0.2590974140456756,0.5370316538250846
3,2,0.2527057979895221,0.25409190496121414,0.5067977029507362
3,3,0.22755365185323853,0.2761801639865116,0.5037338158397501
3,4,0.20356515687421942,0.26023335950507687,0.46379851637929626
3,5,0.18513588977904405,0.2505663796236101,0.43570226940265416
4,1,0.16833147126401396,0.2489730341385315,0.4173045054025455
4,2,0.16070537683484407,0.2650479082421822,0.42575328507702626
4,3,0.143027074761797,0.2614626626309473,0.4044897373927443
4,4,0.13285129246734567,0.23770150845551763,0.3705528009228633
4,5,0.12267057444449014,0.24813383068962425,0.3708044051341144
5,1,0.12210535124106843,0.22676956734728596,0.3488749185883544
5,2,0.10664245600654979,0.2693192862633165,0.37596174226986634
5,3,0.09889448573195819,0.24719489178462334,0.34608937751658153
5,4,0.09628772634741081,0.2303390997635611,0.32662682611097194
5,5,0.09104613030160998,0.23694338134993784,0.3279895116515478
6,1,0.086150954026557,0.2505913636718805,0.3367423176984375
6,2,0.07933585722777847,0.2461811043567171,0.3255169615844956
6,3,0.07443391662723285,0.23596983662887044,0.3104037532561033
6,4,0.07137635277690677,0.23030661046504974,0.30168296324195654
6,5,0.0716897654957847,0.2248351128029644,0.2965248782987491
7,1,0.06784656135914653,0.250736966650546,0.31858352800969253
7,2,0.06563891688916187,0.21381748734909872,0.27945640423826057
7,3,0.06272412346298797,0.22965524317696692,0.2923793666399549
7,4,0.057709686424013064,0.25511022009700535,0.31281990652101843
7,5,0.05370970086931366,0.2204048211200976,0.2741145219894113
8,1,0.053645420229330734,0.24743364085184616,0.3010790610811769
8,2,0.050674749279040844,0.21117128728578488,0.26184603656482575
8,3,0.04664915946014087,0.21433145724518526,0.26098061670532613
8,4,0.045577383967889726,0.25174245036109105,0.2973198343289808
8,5,0.04306448022888452,0.2382900613776751,0.28135454160655965
9,1,0.042440036065788264,0.21840003447070078,0.26084007053648905
9,2,0.04191887168630237,0.22948850831016898,0.27140737999647135
9,3,0.04016851171737425,0.229078606801164,0.2692471185185382
9,4,0.03660088041271322,0.24200274104188227,0.2786036214545955
9,5,0.03693472826135091,0.2410176548963556,0.27795238315770654
10,1,0.03486436564597308,0.20034762778013318,0.23521199342610627
10,2,0.035606390806105725,0.2441075039467563,0.279713894752862
10,3,0.03215780940145827,0.24573827916242943,0.2778960885638877
10,4,0.031683996549005146,0.23588418217662438,0.26756817872562955
10,5,0.032294162249898756,0.2269275867573281,0.25922174900722683
11,1,0.031514704646990466,0.23534568030697606,0.2668603849539665
11,2,0.028383483939324994,0.25000782927881315,0.27839131321813815
11,3,0.028354955591667765,0.20614589397115884,0.2345008495628266
11,4,0.029636821849217194,0.23540623729901486,0.26504305914823206
11,5,0.02647082587913716,0.21404502038186526,0.24051584626100242
12,1,0.02554659805873863,0.2029177042949077,0.22846430235364634
12,2,0.026423317811628946,0.2467271501038557,0.27315046791548464
12,3,0.02572708420266511,0.24194275841937732,0.2676698426220424
12,4,0.02647684247056826,0.20555242519913008,0.23202926766969834
12,5,0.02461948918322567,0.24565598502556776,0.27027547420879344
13,1,0.02277520089083793,0.23432768345810473,0.2571028843489427
13,2,0.023456180814948314,0.22649230089308203,0.24994848170803036
13,3,0.022006622243499814,0.22538648034478057,0.24739310258828037
13,4,0.021645866606786624,0.22872670427761108,0.2503725708843977
13,5,0.021118684311941506,0.22879116089247606,0.24990984520441756
14,1,0.020531462527158175,0.2328867340268242,0.25341819655398234
14,2,0.020208109188003705,0.20518274333925893,0.22539085252726263
14,3,0.020761617809444334,0.25726860188018935,0.2780302196896337
14,4,0.01954345017025734,0.21052625640476874,0.23006970657502607
14,5,0.01883161272100179,0.2403621401899727,0.2591937529109745
15,1,0.018256257681786053,0.23983934207686355,0.2580955997586496
15,2,0.01866742366719513,0.2223504575985399,0.24101788126573503
15,3,0.019300760697967052,0.23124691855775403,0.2505476792557211
15,4,0.017942083801364632,0.22131996773209214,0.23926205153345678
15,5,0.018730800892121487,0.2217812080224845,0.24051200891460597
16,1,0.016889262145313503,0.2246902895044365,0.24157955164975
16,2,0.016573906577546378,0.22872029337285754,0.2452941999504039
16,3,0.016008881304041413,0.24502462530829783,0.26103350661233926
16,4,0.016567695213097686,0.21476253432035447,0.23133022953345217
16,5,0.015981989940675217,0.22428182372194086,0.24026381366261607
17,1,0.01537044590983111,0.23022361905724906,0.24559406496708017
17,2,0.015758349818500706,0.21177491542487722,0.22753326524337794
17,3,0.017404358525842906,0.23716437378306945,0.25456873230891236
17,4,0.015570363887456619,0.22447391533425876,0.24004427922171537
17,5,0.0161178479627909,0.21785085974907914,0.23396870771187003
18,1,0.015105977493312474,0.23372214665526853,0.248828124148581
18,2,0.015481967746474909,0.23253850971062587,0.24802047745710076
18,3,0.014722393880014159,0.24060828179574095,0.2553306756757551
18,4,0.01475902454684613,0.20565452486594288,0.220413549412789
18,5,0.014475286485698085,0.20842749002736574,0.22290277651306384
19,1,0.013833506236704285,0.2291554725487475,0.24298897878545178
19,2,0.01328978894465423,0.21848837383219907,0.2317781627768533
19,3,0.013413068512568635,0.24692747379212002,0.26034054230468867
19,4,0.013322098439321015,0.22488901299198694,0.23821111143130796
19,5,0.013383959100942356,0.21437241876077268,0.22775637786171504
20,1,0.013619290928366883,0.21254329362432278,0.22616258455268967
20,2,0.012372073460484051,0.2277686750372242,0.24014074849770825
20,3,0.012226935586522533,0.21555674282788506,0.2277836784144076
20,4,0.012027976616635034,0.24926131440588506,0.2612892910225201
20,5,0.012361583044015842,0.22661669246320212,0.23897827550721795
21,1,0.011977327133801669,0.2013692654200767,0.21334659255387836
21,2,0.011546736058407898,0.23998412899532937,0.2515308650537373
21,3,0.012349506713836934,0.20852503215789978,0.22087453887173672
21,4,0.0109599540355997,0.24113850985602364,0.2520984638916233
21,5,0.011459365335971194,0.23726036738591283,0.24871973272188402
22,1,0.011156567708809998,0.22499970996966667,0.23615627767847666
22,2,0.011437710049093459,0.21260024564197433,0.2240379556910678
22,3,0.01135047284584587,0.21607576772169787,0.22742624056754374
22,4,0.011050846849046128,0.22642913197498185,0.237479978824028
22,5,0.011582492125764874,0.24579235808497746,0.25737485021074236
23,1,0.010738455028371438,0.2394821367084684,0.25022059173683986
23,2,0.010463381740758115,0.19846789631607736,0.20893127805683548
23,3,0.011624046844973288,0.2343415312902329,0.2459655781352062
23,4,0.010490159506578115,0.21738245447615642,0.22787261398273453
23,5,0.010347396340920238,0.21288931982902187,0.22323671616994212
24,1,0.010163328615728058,0.2205514969838249,0.23071482559955295
24,2,0.00998027557636909,0.2220947849273216,0.2320750605036907
24,3,0.00971524779725169,0.21962135447945472,0.2293366022767064
24,4,0.009705072869054225,0.22145839321672464,0.23116346608577887
24,5,0.010219251797061374,0.20955119388611437,0.21977044568317575
25,1,0.009679056305891519,0.2346090788753437,0.24428813518123524
25,2,0.009453492282001888,0.22734379934416593,0.2367972916261678
25,3,0.009743863502734987,0.21421154376220744,0.22395540726494242
25,4,0.009374702602558004,0.2263176900005954,0.23569239260315342
25,5,0.009456842751426595,0.19977468276537316,0.20923152551679974
